state,name,hs_grad_2016,homeownership_2010,age_under_5_2017,age_over_65_2017,female_2010,black_2017,white_not_hispanic_2017,per_capita_income_2017,median_household_income_2017,density_2010,poverty_2017,unemployment_rate_2016,median_age_2019
Texas,Glasscock County,75.1,73.5,3.9,13.9,47.1,0,59.44,31705.35,64886,1.4,11.6,3.88,30.8
Texas,Goliad County,88.8,82.8,5,21,50.1,2.72,58.6,28508.18,56737,8.5,16.4,5.8,46.1
Texas,Gonzales County,72.5,68.4,7.3,15.9,49.7,3.4,42.33,22585.76,47516,18.6,17.2,4.23,36.3
Texas,Gray County,80.3,76.9,7.3,15.8,48.1,2.26,64.48,23634.33,48314,24.3,14.9,6.88,36.5
Texas,Grayson County,87.6,70.4,6.3,17.2,51.3,2.8,76.39,26336.15,52683,129.6,14.3,3.85,39.9
Texas,Gregg County,83.7,63.1,7.7,14.5,51.1,10.17,58.32,25206.54,47970,445.4,17.6,6.08,35.6
Texas,Grimes County,77.8,74.9,5.4,16,45.5,7.9,58.67,26536.23,49745,33.8,18.6,6.6,40.4
Texas,Guadalupe County,88.1,78.6,6.5,13.1,50.8,3.87,51.36,28357.49,66187,184.9,10.6,3.59,37
Texas,Hale County,75.4,65.3,7.3,12.9,48.3,2.45,34.58,19271.08,46012,36.1,19.8,5.61,33.4
Texas,Hall County,72.1,67,3.4,22.7,50.6,3.88,56.74,20028.81,31324,3.8,22.2,6.7,44.6
Texas,Hamilton County,82.2,80.9,5.4,25.4,50.7,0.33,85.09,26669.32,46611,10.2,16.1,4.9,45.8
Texas,Hansford County,74,75.8,6.9,15.5,50.1,0.15,53.33,20649.12,40678,6.1,18.7,3.13,35.1
Texas,Hardeman County,75.7,78.8,4.4,20,50.4,3.57,68.62,20551.55,37995,6,13.8,3.89,43.5
Texas,Hardin County,86.9,78.2,6.5,15.8,50.7,2.86,87.02,29223.88,56131,61.3,12,6.08,39.2
Texas,Harris County,80.2,57.8,7.7,9.6,50.2,9.47,30.64,30020.21,57791,2402.4,16.8,5.32,33.5
Texas,Harrison County,82.8,74.7,6.6,15.6,50.9,10.65,63.82,24192.47,48644,72.9,17.9,6,38.7
Texas,Hartley County,82.1,73.3,5.3,13.9,39,4.25,59.56,29595.08,64427,4.1,8.1,2,38.1
Texas,Haskell County,68.5,76,4.3,21.2,47.4,1.58,65.83,22796.58,43529,6.5,19.3,4.23,43.5
Texas,Hays County,88.9,67.8,6.2,10.2,50.2,1.89,55.28,29283.33,62815,231.7,15.3,3.33,32
Texas,Hemphill County,78.7,77.3,6.9,12.4,49.4,0.39,61.85,28546.2,68679,4.2,8.8,3.74,36.4
Texas,Henderson County,83,77.5,5.7,21.3,51,3.43,78.93,24255.25,44888,89.9,18,4.67,43.9
Texas,Hidalgo County,63.3,70.8,9.6,10.4,51.3,0.29,6.59,15223.53,37097,493.2,31.8,7.81,29.2
Texas,Hill County,80.3,76.5,6,20.2,51,3.28,71.34,23346.47,45970,36.6,17.5,4.4,42.1
Texas,Hockley County,78.1,74.4,6.9,13.5,50.7,1.88,47.75,22563.08,49184,25.2,14.9,4.64,33.8
Texas,Hood County,88.3,78.5,5.7,24,50.8,0.36,84.81,31768.11,60275,121.7,12.3,4.7,47
Texas,Hopkins County,82.5,71.1,6.6,17.6,50.5,3.37,73.97,24067.79,47832,45.8,17.9,3.98,39.2
Texas,Houston County,82.4,74.3,5.1,20.9,46.2,12.53,61.95,19950,33552,19.3,24.7,4.61,44.5
Texas,Howard County,79.5,68.9,6.4,12.5,43.7,2.93,50.05,24353.19,50855,38.9,13.9,5.53,36.5
Texas,Hudspeth County,52.2,79.4,5.7,16.3,49.7,0.9,18.48,11148,26346,0.8,35.6,5.98,37
Texas,Hunt County,82.7,70.5,6.2,15.6,50.4,3.93,72.86,23405.43,49319,102.5,18.8,4.28,38
Texas,Hutchinson County,84.9,80.6,6.9,15.3,50,1.08,71.3,23302.53,50035,25,16.4,5.63,38
Texas,Irion County,91.7,83.2,4.9,17.7,49.5,1.6,72.42,33175.2,63021,1.5,13.5,3.21,42.7
Texas,Jack County,78.9,77.6,5.7,16,44.4,2.28,77.94,29423.29,52829,9.9,18.2,4.94,39.6
Texas,Jackson County,84.1,74.1,7.1,16.6,50.6,3.68,59.4,26161.73,58504,17,13.7,4.68,37.7
Texas,Jasper County,86.8,79.3,5.9,18.4,50.9,8.38,74.72,19957.64,41960,38,16.8,7.66,40.5
Texas,Jeff Davis County,80.6,78.8,2.5,31.2,49.3,0.34,60.87,25447.22,46534,1,6.7,2.89,55.8
Texas,Jefferson County,83.3,65.2,6.9,13.7,48.9,16.98,41.69,25895.67,46315,287.9,19.4,7,36.2
Texas,Jim Hogg County,74.9,72,6.8,18.6,50.6,0.02,5.87,15499.7,31403,4.7,26,9.54,32.4
Texas,Jim Wells County,73.4,73.3,7.9,14.3,50.8,0.3,18.29,19932,41103,47.2,23,10.54,34.6
Texas,Johnson County,83.8,76.6,6.6,13.5,50,1.43,73.64,26449.82,60458,208.3,11,4.35,36.8
Texas,Jones County,77.2,78.8,4.5,14.7,38.7,7.34,54.78,29288.89,48601,21.8,15.9,5.79,38.2
Texas,Karnes County,76.6,68.8,5.5,14.3,40.4,4.41,37.76,29501.06,53051,19.8,19.3,4.88,35.4
Texas,Kaufman County,84.6,77.6,7.1,11.8,50.8,5.25,66.6,25344.84,63926,132.4,12.4,3.78,35.5
Texas,Kendall County,93,75.4,5.2,18.6,51.2,0.39,73.59,37863.92,81023,50.4,5.7,3.19,41.4
Texas,Kenedy County,57.7,38,7.1,14.7,49,0,11.35,10978.26,24800,0.3,24.8,4.61,39.7
Texas,Kent County,78.3,80.8,9.1,27.9,51.5,0.44,77.06,30652.61,52250,0.9,17.9,2.99,51
Texas,Kerr County,86.6,73.6,5.1,26.7,51.5,0.74,69.89,28555.04,48698,45,13.8,3.59,47.4
Texas,Kimble County,83.1,71.7,5.8,30.1,50.5,0.01,74.35,27362.67,41095,3.7,22.1,3.8,52.1
Texas,King County,80.5,38.9,7.3,7.3,50.7,0,73.36,27243.01,56964,0.3,3.5,3.95,40
Texas,Kinney County,67.2,79.7,3,17.6,45.7,0.06,38.06,18713,34926,2.6,10.6,5.81,49.8
Texas,Kleberg County,77.5,59.7,6.9,12.7,49,1.89,20.98,20508.52,41700,36.4,23.7,6.71,28.3
Texas,Knox County,80.1,67.8,7.8,18.4,50.7,3,59.37,21177.48,46319,4.4,14.7,4.24,39.5
Texas,Lamar County,84.5,68.8,6.6,18.4,51.7,6.21,74.98,23206.27,42198,54.9,17.8,4.62,40.7
Texas,Lamb County,74.1,75.1,7.2,16,50.2,2.53,39.79,21317.09,43712,13.8,20.5,6.49,36.4
Texas,Lampasas County,88.6,76.2,5.6,17.7,50.7,1.52,72.86,26113.03,54467,27.6,12,4.16,43.1
Texas,La Salle County,63.7,61.2,8,15.7,40.6,0.67,17.63,27303.51,44601,4.6,8.2,5.16,36.5
Texas,Lavaca County,83,78.3,6,22.5,51.1,3.39,74.27,29223.81,51708,19.9,10.5,4.22,43.4
Texas,Lee County,82.3,76.8,5.4,17.3,49.4,5.5,63.69,26344.57,55741,26.4,13.8,3.77,41.1
Texas,Leon County,84.5,83.7,6.2,23.5,50.1,3.72,76.54,24904.81,44875,15.7,16.3,6.46,44.3
Texas,Liberty County,76.2,78.9,6.9,12.8,50.8,4.99,65.82,22740.21,48344,65.3,16.2,7.51,35.5
Texas,Limestone County,78.8,78.8,6.4,17.8,48.2,9.03,59.22,20234.3,40356,25.8,20.7,5.59,39.9
Texas,Lipscomb County,80.1,77.6,7.5,14.9,49.7,0.19,66.04,28850,59583,3.5,10.5,4.43,34.7
Texas,Live Oak County,79.1,80.4,5.3,19.8,46.3,1.26,57.64,22599.66,51480,11.1,16.3,5.93,42.2
Texas,Llano County,86.5,77.9,3.8,35.5,51.7,0.38,87.12,34951.3,50524,20.7,12.5,4.17,57.4
Texas,Loving County,74.6,45.5,0,24.3,43.9,0,74.32,32685.77,80938,0.1,17.1,4.65,55.2
Texas,Lubbock County,85.2,59.7,6.8,11.8,50.6,3.64,54.51,26632.43,49078,311.3,18.8,3.39,30.8
Texas,Lynn County,77.9,73.9,6.7,16.8,50.2,0.82,49.32,25238.81,44922,6.6,18,3.96,37.3
Texas,McCulloch County,77.5,71.6,5.9,21.3,51,0.99,62.21,22807.09,42367,7.8,16.3,4.48,44.6
Texas,McLennan County,83.8,60.1,7,13.6,51.4,7.22,56.75,24255.22,46262,226.5,19.3,3.95,33.3
Texas,McMullen County,81.4,83.1,7.5,26.5,48.1,0,48.67,34902.27,71389,0.6,7,2.09,38.2
Texas,Madison County,77.6,79.4,4.4,15,42.4,8.72,55.76,25809.79,44004,29.3,15.4,5.08,35.2
Texas,Marion County,80.2,79.8,4.6,24.5,51,11.84,70.88,25834.22,36938,27.7,22.3,7.01,50.6
Texas,Martin County,77.3,75.4,9,12.1,49.8,0.32,53.67,27476.42,71115,5.2,7,4.4,32.7
Texas,Mason County,89.2,79.8,5.7,25.9,50.7,0.01,71.86,22738.34,40949,4.3,12.6,3.58,46.3
Texas,Matagorda County,77.7,71.6,7,15.7,50,5.13,44.91,22711.79,44896,33.4,20.6,7.31,38.2
Texas,Maverick County,58.7,69.7,9.5,11.2,51.2,0.18,2.65,15510.95,37734,42.4,24.5,11.23,29.6
Texas,Medina County,82.5,76.8,5.8,15.9,48.6,1.26,44.54,25171.62,59305,34.7,12.7,4.4,39
Texas,Menard County,78.9,74.9,2.2,27.2,49.5,0.33,58.97,23312.09,37917,2.5,9.8,4.53,51.8
Texas,Midland County,83.4,69.7,8.6,10.2,50.9,3.11,47.3,37601.05,75815,152,8.7,4.4,31.7
Texas,Milam County,80.3,73,6.3,19.6,50.6,4.48,62.94,22574.41,41768,24.3,16,5.16,41.7
Texas,Mills County,83.2,78.5,3.2,27.5,50.5,0.11,81.26,23056.42,46318,6.6,14.9,4.11,52.1
Texas,Mitchell County,74.8,77.8,5.2,14.4,38.9,5.49,48.67,28188.38,52194,10.3,7.9,6.99,33.9
Texas,Montague County,82.2,78.1,5.8,22.1,51,0.11,86.3,26280.17,46592,21.2,15.5,4.95,44.6
Texas,Montgomery County,86.8,75.6,6.8,12.3,50.4,2.32,67.86,37154.39,74323,437.5,10.3,4.9,37.1
Texas,Moore County,63.9,66.7,8.8,9.8,48.3,2.13,33.66,19821.54,52469,24.3,16.9,2.96,30.8
Texas,Morris County,86.9,78.9,6.3,20.8,51.8,11.86,65.12,22959.76,40227,51.3,15.7,10.93,43
Texas,Motley County,88.4,74.9,5.6,28.8,49.3,1.75,76.48,25051.26,40598,1.2,12.2,3.55,41.3
Texas,Nacogdoches County,81.2,59.9,6.8,13.2,52.3,8.87,59.93,23994.44,41482,68.2,24.9,4.68,30.9
Texas,Navarro County,76.7,71.5,7.2,16.4,50.4,6.67,57.28,22200.37,45103,47.3,18.8,4.18,38.1
Texas,Newton County,86.7,83.2,5.2,19.1,48.5,10.68,73.6,17935.15,40180,15.5,15.7,7.92,44.3
Texas,Nolan County,80.1,68.1,6.5,17.5,50.3,2.52,57.02,22760.98,42019,16.7,16.8,4.8,37.5
Texas,Nueces County,81.4,61.6,6.9,13.3,50.9,1.9,30.32,26556.25,53317,405.8,16.7,5.63,35.5
Texas,Ochiltree County,75.9,69.5,8.6,10.1,48.8,0.24,44.47,23819.73,50120,11.1,13,5.24,32.3
Texas,Oldham County,84.8,71,5.6,13.8,49.6,3.22,75.8,34042.64,62426,1.4,11.1,2.98,35.9
Texas,Orange County,89.2,77.1,6.8,15,50.3,4.13,81.37,27620.62,53667,245.3,14.2,6.7,37.9
Texas,Palo Pinto County,82.6,68.3,6.5,18.7,50.9,1.21,75.43,23897.75,45067,29.5,18.3,5.47,40.6
Texas,Panola County,84.3,81,6.2,17.3,50.4,8.18,73.43,25741.8,49704,29.7,15.3,7.16,39.2
Texas,Parker County,89.2,80.3,6.1,14.8,49.3,0.69,84.45,32868.09,70608,129.4,9.2,4.06,39.7
Texas,Parmer County,68.6,72.7,7.7,13.1,48.8,0.82,35.13,20661.51,50410,11.7,17.3,2.51,33.4
Texas,Pecos County,68.8,70,6.9,12.5,43.6,2.12,25.9,19723.3,50543,3.3,11.5,5.88,35.9
Texas,Polk County,80.5,78.9,5.4,18.8,46.5,5.27,70.94,23886.99,43267,43,18.7,6.32,43.7
Texas,Potter County,76.5,59.4,8.2,11.6,48.9,4.82,45.17,22883.65,41852,133.3,21.7,3.34,33.9
Texas,Presidio County,56.7,67.5,7.5,21.9,51.2,0,13.61,14147.48,26486,2,26.3,10.67,41.9
Texas,Rains County,81.9,83.3,4.8,23.5,49.7,0.76,85.83,22904.65,48308,47.6,13.1,4,48.4
Texas,Randall County,91.1,70.1,6.5,13.9,51.3,1.44,73.42,32088.51,65564,132.4,9.6,2.95,35.9
Texas,Reagan County,71.6,70.9,6.7,11.1,48.1,0.36,28.86,23580.38,59760,2.9,18,6.18,30
Texas,Real County,80.4,75.5,6.8,34.1,50.5,0.1,79.96,16893.43,36493,4.7,20.2,5.68,47.4
Texas,Red River County,80.4,71.2,4.2,23.3,51.3,8.81,73.14,21135.62,35356,12.4,16.5,5.75,45.9
Texas,Reeves County,61,74.3,6.2,12.8,39.9,2.44,18.21,18678.25,49390,5.2,13.2,5.31,35.8
Texas,Refugio County,79.8,77.9,6.3,21.1,50.3,2.65,42.29,22657.58,50338,9.6,16.6,6.61,43.3
Texas,Roberts County,93.9,75.9,5.1,20.7,49.5,0,90.55,34038.83,79167,1,3.3,4.54,43.2
Texas,Robertson County,82.6,66.9,6.5,18.1,50.5,9.86,57.88,23282.06,52189,19.4,15.2,5.05,41.5
Texas,Rockwall County,92,84.3,6.3,11.7,50.8,3.01,72.29,38227.36,93269,616.7,5.8,3.5,37.5
Texas,Runnels County,78.8,72,6,20.4,50.5,0.66,62.28,21899.25,41226,10,16.3,3.94,40.8
Texas,Rusk County,79.3,78.6,6.1,15.9,47.4,8.56,64.69,24199.63,49270,57.7,15.8,5.83,38.2
Texas,Sabine County,85.3,83,4.7,29.9,51.1,3.81,86.08,18490.41,33561,22,20,9.38,53
Texas,San Augustine County,80.5,79.1,5.6,24.5,50.8,10.39,68.82,20275.2,32394,16.7,24.4,8.93,49.3
Texas,San Jacinto County,82.8,82.5,5.5,20.3,50,5.62,74.85,20463.45,43421,46.3,17.2,6.27,44.9
Texas,San Patricio County,78.2,66.2,7.4,14.1,50.4,0.83,39.41,24445.77,53332,93.5,15.2,7.46,35.5
Texas,San Saba County,74.4,77.7,5.6,21.9,45.1,1.45,65.34,23759.34,40301,5.4,17.4,3.4,42.4
Texas,Schleicher County,76.3,80.7,6.7,16.1,50.1,0.14,47.69,25486.93,63432,2.6,10.2,5.22,36.2
Texas,Scurry County,80.7,71,7.1,14.6,46.6,2.26,53.65,26179.62,54565,18.7,12.8,5.88,36.4
Texas,Shackelford County,84.5,77.8,6.1,18.1,51.7,0.09,85.63,23274.24,46685,3.7,17.7,3.84,43
Texas,Shelby County,75.3,76.2,7.1,16.5,50.5,9.54,62.13,19703.62,38121,32,23.1,6,38
Texas,Sherman County,74.3,78.7,6,14,49,0.15,55.82,24821.75,54961,3.3,14.8,2.89,40.1
Texas,Smith County,84.7,69.4,6.9,15.6,51.6,8.8,60.34,25335.84,50742,227.6,16.3,4.52,36.6
Texas,Somervell County,82.8,77,5.2,18.2,50.7,0.29,78.66,27185.99,52346,45.5,21.5,4.8,41
Texas,Starr County,48.6,79.4,10.2,11.1,51.7,0.03,0.64,11455.84,27133,49.8,35,13.35,28.8
Texas,Stephens County,77.2,74.2,5.2,19,48.3,1.09,72.14,22348.85,45862,10.7,21.3,5.26,39.4
Texas,Sterling County,85.7,78,9.9,16,49.6,0.13,57.42,25123.53,50000,1.2,17,3.89,40.8
Texas,Stonewall County,79.4,80.6,4.7,26.1,51.9,1.75,72.6,27999.11,46786,1.6,13.9,4.38,47.1
Texas,Sutton County,76.6,71.4,4.7,16.8,50.8,0.28,39.24,31152.85,60996,2.8,6.5,7.93,38.6
Texas,Swisher County,80.5,69.3,6.9,17.6,47.3,2.92,47.53,19585.98,37883,8.8,22.2,4.24,35.9
Texas,Tarrant County,85.2,63.4,7.2,10.5,51,7.95,48.35,30099.65,62532,2094.7,13.5,3.98,34.4
Texas,Taylor County,86.8,61.9,7.4,13.9,51.3,3.84,64.54,25541.92,49161,143.6,16.1,3.74,32.5
Texas,Terrell County,76.4,69.9,0.8,31.2,48.3,1.6,33.15,20030,26063,0.4,17.1,3.95,55.2
Texas,Terry County,69.2,72.6,8.1,14.9,46.9,2.58,40.79,23586.79,42441,14.2,13.7,4.77,34.6
Texas,Throckmorton County,80.6,81,5.7,26.3,50.8,0.06,82.48,27406.51,37279,1.8,17.1,3.5,52.3
Texas,Titus County,72.2,70.2,7.7,13.4,50.6,4.58,46.29,20567.66,46980,79.6,19.3,6.16,34.1
Texas,Tom Green County,83.2,67.9,6.9,14.6,51,2.16,54.32,27272.76,49662,72.4,12.9,4.47,34.1
Texas,Travis County,88.1,52.6,6.7,8.9,49.6,4.13,49.32,37948.84,68350,1034.4,13.9,3.18,34.2
Texas,Trinity County,83.7,81.1,4.6,26.1,51.3,4.78,79.1,19826.86,37398,21,18.4,6.07,48.6
Texas,Tyler County,84.4,81.7,5.1,21.1,46.1,5.49,79.61,22984.38,44396,23.5,15.8,7.29,42.4
Texas,Upshur County,83.4,77.8,6.1,17.2,50.5,4.52,80.74,22740.14,48796,67.4,13.8,6.4,41.4
Texas,Upton County,75.3,78.8,10.1,13.5,50.1,3.4,42.99,24923.51,52750,2.7,18,5.32,39.6
Texas,Uvalde County,69.3,73.5,7.9,16.4,51.1,0.11,27.11,17437.01,40781,17,17.9,5.3,33.7
Texas,Val Verde County,67,65.7,8.6,13.9,49.8,0.68,15.95,19590.71,44609,15.5,20.9,6.24,31.8
Texas,Van Zandt County,82.3,78.1,5.5,19.9,50.8,1.34,84.33,24354.95,50061,62.4,14.2,4.3,42.8
Texas,Victoria County,83.6,66.2,7.3,15,51.2,3.11,45.44,27600,55740,98.4,14.8,5.42,35.9
Texas,Walker County,82.6,58,4.4,12,41,11.45,56.93,22346.12,41456,86.5,24.3,5.24,35.3
Texas,Waller County,78.3,68.6,6.7,11.4,50.5,12.63,43.05,25492.23,53506,84.1,18,5.58,28.9
Texas,Ward County,77,74,7.3,14,51.7,2.72,41.38,25753.82,63333,12.8,11.6,5.7,33.9
Texas,Washington County,82.5,69.4,5.7,20.3,50.8,8.53,64.45,27461.89,55793,55.8,13.2,5.08,41.5
Texas,Webb County,65.7,64.6,9.9,8.8,51.5,0.2,3.48,15435.33,40442,74.5,31.5,4.89,28.8
Texas,Wharton County,78,69.3,6.8,15.9,50.8,7.14,45.27,25902.61,50145,38,17.5,5.03,37.3
Texas,Wheeler County,80.3,79,7.2,18.2,50.8,1.45,68.32,26572.73,50910,5.9,19.2,4.72,39.6
Texas,Wichita County,86,64.1,6.5,13.9,48.7,5.16,66.13,25060.42,45776,209.5,18.9,4.35,34.5
Texas,Wilbarger County,77.9,60.9,5.8,16.6,50.2,4.21,59.42,22952.3,43913,13.9,16.5,4.7,39.4
Texas,Willacy County,63.1,71.1,6.4,13.1,45.6,0.36,11.06,12413.68,29104,37.5,35.6,12.24,33
Texas,Williamson County,92.9,70.3,6.8,11.2,50.8,3.09,60.92,32893.58,79123,378,7,3.35,36.3
Texas,Wilson County,84.9,84.5,5.8,14.5,50.2,0.7,57.67,28941.89,71942,53.4,10.2,3.91,40.2
Texas,Winkler County,68,81.7,8.4,11.2,50.1,1.88,36.9,22424.67,55000,8.5,17.9,7.7,33.1
Texas,Wise County,84.6,81,6.7,14.6,49.6,0.6,77.49,26473.17,59081,65.4,13,4.72,38.3
Texas,Wood County,85.1,81.4,4.8,26.9,50.9,2.81,83.18,24959.85,48038,65,13.3,5.25,47.9
Texas,Yoakum County,71.4,85.2,9.2,11.1,50.5,0.34,33.17,22782.5,62500,9.9,12.3,4.77,30.3
Texas,Young County,81.7,69.1,6.4,19.7,50.7,0.75,78.75,25651.78,46351,20.3,16.5,4.38,41.1
Texas,Zapata County,50.3,75.9,10,12.7,49.8,0.42,5.22,16761.3,34550,14,34.1,10.76,29.5
Texas,Zavala County,59.1,67.8,8.3,13.3,50.7,0.25,5.43,11602.08,25988,9,36.2,13.87,32.9
Utah,Beaver County,91.4,76.7,8.8,13.8,48.6,0,88.67,21360.22,47878,2.6,10.5,4.92,33
Utah,Box Elder County,93,81.5,8.7,12.2,49.6,0.27,87.28,22821.38,58835,8.7,10.2,3.48,32.6
Utah,Cache County,93,63.9,9.1,8.7,50.3,0.4,83.8,21764.26,53812,96.7,15.2,3.05,25.2
Utah,Carbon County,87.9,70.8,6.9,15.7,50.4,0.33,83.26,22737.25,46994,14.5,16.2,5.94,37.5
Utah,Daggett County,95.1,64.2,5.8,17,43.6,0.07,94.87,22533.73,85000,1.5,4,5.16,42.5
Utah,Davis County,95.5,78.3,9,9.4,49.8,0.65,84.47,27778.05,75961,1025.8,6.2,3.15,31.1
Utah,Duchesne County,87.3,74.4,10.3,10.7,49.2,0.1,85.35,23551.17,63000,5.7,12.7,8.87,31.5
Utah,Emery County,92,80.9,7.3,15.2,49.1,0.06,91.38,21216.9,51852,2.5,12.9,6.26,36.2
Utah,Garfield County,90.8,79.5,6,19.9,48.3,0.09,89.54,23334.56,51700,1,13.1,8.37,41.9
Utah,Grand County,91.4,69,6.3,16.5,49.6,0.12,88.09,24700.41,46658,2.5,12.7,5.86,40.2
Utah,Iron County,92.1,63.2,8.4,11.9,50.3,0.29,86.31,19136.81,45422,14,20.9,4.35,29.1
Utah,Juab County,92.2,82.7,8.9,11.5,49,0.11,92.42,20746.25,57590,3,12.8,3.63,30.1
Utah,Kane County,95,76.2,5.7,21.9,50.6,0.14,91.75,22120.77,50266,1.8,11.1,3.8,41.9
Utah,Millard County,89.6,76.6,8,15.9,49.1,0.18,83.27,23417.69,59312,1.9,11.6,3.32,35.4
Utah,Morgan County,97.8,88.2,9,11.1,49.6,0.18,95.32,30726.76,86071,15.5,2.4,2.96,32.2
Utah,Piute County,83,89.1,4.9,25.6,48.8,0.08,95.75,14712.43,41750,2.1,12.9,5.87,44.5
Utah,Rich County,96.1,88.3,7.8,16.9,48.3,0.04,88.86,18918.02,52917,2.2,18,3.18,34.3
Utah,Salt Lake County,89.8,68.5,7.9,10,49.7,0.86,72.06,29340.53,67922,1387.1,10.4,3.17,32.8
Utah,San Juan County,84.2,78.2,8,12.8,49.8,0.12,44.02,15530.98,42581,1.9,28.4,8.07,32.2
Utah,Sanpete County,89.2,77.2,6.5,13,47.7,0.47,86.05,19665.15,50928,17.5,16.9,3.97,32.6
Utah,Sevier County,89.4,81.3,7.2,15.6,49.6,0.22,92.07,21235.19,50850,10.9,13.3,4.37,35.4
Utah,Summit County,94.1,74.4,5.9,10.6,48.5,0.33,84.82,52824.72,94952,19.4,7.5,3.14,39.5
Utah,Tooele County,91.6,75.6,8.5,8.6,49.6,0.25,83.44,23723.6,66542,8.4,6.9,3.8,31.4
Utah,Uintah County,86.8,75.1,9.6,9.3,49.2,0.26,81.91,23300,67012,7.3,11.6,9.31,30.6
Utah,Utah County,93.6,69.4,10,7.2,49.9,0.3,83,23285.6,67042,257.8,11.8,3.09,24.8
Utah,Wasatch County,92.2,77.9,7.9,9.8,49.2,0.04,83.59,29137.58,74552,20,7.8,3.38,34
Utah,Washington County,92.8,70.9,7.3,19.9,50.6,0.34,84.9,24735.84,55175,56.9,14.2,3.74,37.1
Utah,Wayne County,92,78.4,5.7,19,49.5,0.07,91.81,21212.36,42444,1.1,9.2,7.75,40.4
Utah,Weber County,90.1,72.6,8,11.1,49.8,0.53,76.71,24840.2,62036,401.4,12.1,3.84,32.7
Vermont,Addison County,92.6,75.6,4.3,17.7,50.1,0.54,92.99,33093.07,61875,48,7.8,2.98,43.5
Vermont,Bennington County,90.6,72.6,4.7,21.4,51.6,0.49,94.75,32353.1,52251,55,12.8,3.77,46.7
Vermont,Caledonia County,90.7,71.4,4.9,18.4,50.3,0.47,95.07,25620.58,47371,48.1,12.3,4.18,44.7
Vermont,Chittenden County,93.9,65.9,4.8,13.6,51.3,1.31,89.24,38195.28,66906,291.7,11.3,2.51,36.5
Vermont,Essex County,84.3,83.9,4.3,23.9,49.4,0.52,95.58,22403.96,38767,9.5,15.5,5.04,50.9
Vermont,Franklin County,89.8,74.8,5.9,14.5,50.4,0.31,94.2,29862.93,62214,75.3,8,3.12,40.4
Vermont,Grand Isle County,93.7,81.6,4.3,18.3,50.1,0.09,93.22,38019.15,66111,85.2,7.5,3.75,48.2
Vermont,Lamoille County,91.8,69,5.3,15.6,50,0.45,94.86,31454.24,54899,53.3,14,4.23,40.8
Vermont,Orange County,91.7,81.2,4.7,18.8,50.2,0.33,95.67,30154.35,56584,42.1,11.5,3.11,46.6
Vermont,Orleans County,87,76.6,5,20.9,50,0.22,95.48,26011.89,45664,39.3,14.2,5.25,45.8
Vermont,Rutland County,90.9,70,4.4,20.1,50.7,0.4,95.55,28699.56,52635,66.3,11.4,3.79,46.5
Vermont,Washington County,93.6,72.6,4.8,17.8,50.6,0.43,94.37,32790.79,60602,86.6,11.8,3.2,43.7
Vermont,Windham County,91.5,69.6,4.5,20.2,50.9,0.46,93.46,30750.46,50831,56.7,14.1,3.33,47.6
Vermont,Windsor County,92.5,72.1,4.4,21.2,51,0.36,94.97,34149.12,56828,58.5,10.2,2.94,48
Virginia,Accomack County,80.5,74.1,5.8,21.4,51.3,14.2,60.34,24801.7,42260,73.8,19.8,4.92,45.9
Virginia,Albemarle County,91.3,65.4,5.4,16.7,51.9,4.78,77.22,41397.54,72265,137.3,9.8,3.58,39.1
Virginia,Alleghany County,84.5,82.7,4.6,23.1,51.1,2.73,91.87,26215.38,46020,36.5,19.3,5.14,48.1
Virginia,Amelia County,81.3,83.2,5.5,18.5,50.9,11.86,72.37,25242.38,58535,35.7,13,4.3,45.1
Virginia,Amherst County,82.8,75.4,5.4,19.5,52.2,8.78,75.51,24066.01,49677,68.3,13.4,4.42,44.8
Virginia,Appomattox County,83.6,76,5.6,19.5,51.3,10.03,76.72,25632.05,54875,44.9,14.4,4.72,42.6
Virginia,Arlington County,93.8,47,6,9.8,50.2,4.42,62.28,65871.95,112138,7993.6,8.2,2.64,34.7
Virginia,Augusta County,86.5,81.3,4.8,19.2,49.3,2.02,91.41,30940.24,59544,76.3,8.8,3.69,45.1
Virginia,Bath County,87.3,87,2.8,17.8,49.5,1.33,85.28,27525.21,44483,8.9,9.3,3.73,47.8
Virginia,Bedford County,88.9,84.5,4.8,19.8,50.4,3.5,88.16,30487.1,59405,91.2,8.9,4.12,46.3
Virginia,Bland County,89.2,84.8,3.7,20.5,44.8,2.39,94.28,26207.14,46927,19.1,8.3,5.3,46.4
Virginia,Botetourt County,91.5,87.2,4.3,20.6,50.5,1.55,93.03,34140.32,64733,61.2,7.7,3.67,47.2
Virginia,Brunswick County,77.3,70,4.7,19.7,47.5,27.08,41.08,21901.69,40871,30.8,20.9,6,43.3
Virginia,Buchanan County,70,79.5,4.3,20,48.9,1.41,95.37,18561.25,30828,47.9,26.5,10.8,46.8
Virginia,Buckingham County,77.5,74.7,4.9,17.6,44.6,17.27,61.12,21010.98,46610,29.6,16.6,5.47,43.5
Virginia,Campbell County,85.5,75.7,5.1,18.7,51.3,7,80.29,25969.42,48823,108.8,11.7,4.47,43
Virginia,Caroline County,83.4,82.9,6.9,15.4,50.8,14.38,63.57,28657.2,60925,54.1,11.9,4.5,40.1
Virginia,Carroll County,80.4,76.2,5.2,22.3,50.7,0.16,95.03,22786.08,41145,63.3,14.6,5.18,47.6
